simulation_year,mean_wind_speed_kmh,std_wind_speed_kmh,min_wind_speed_kmh,max_wind_speed_kmh
1,18.415203844956046,10.705932195129806,0.0,93.65142130528557
2,18.22181314427807,10.244350575290657,0.0,86.65223689297696
3,18.73218696248252,11.142654495673154,0.0,98.6233518485943
4,18.56157518113834,10.388945817096882,0.0,87.00685747995048
5,18.26718319601186,10.692336924840125,0.0,77.2284927216044
6,18.33237626254812,10.426916516408074,0.0,76.26453667467916
7,18.799785733678156,10.50158327578354,0.0,96.90329724965864
8,18.010372330399363,10.696943483385844,0.0,71.93790999448618
9,18.530007714017067,10.38432492051728,0.0,82.06076520814051
10,18.342397525175496,10.56505975079847,0.0,85.58746317513837
11,18.196749453731233,10.565379462602792,0.0,96.29951990785739
12,19.137658235105906,10.708431739714277,0.0,82.03176922710014
13,18.67578177687176,10.708588900033067,0.0,95.60990695712603
14,18.911271204468154,10.7224132652688,0.0,96.21306529657262
15,18.730448061943218,10.881179888463693,0.0,80.9033967447482
16,18.45510963524997,10.848931163555207,0.0,100.79068356637242
17,18.477617222011787,10.82851046105439,0.0,100.54598046557152
18,19.15792051946105,11.030602249211835,0.0,88.92074075394478
19,18.59242963171053,10.502502278188551,0.0,74.39946111596652
20,18.626883821526707,10.58266700904068,0.0,84.36523307002201
21,18.7930224611456,10.980129935676514,0.0,98.6421349350957
22,18.865982921169003,10.690619699792201,0.0,115.47102586629782
23,18.742170181011858,10.831170245569552,0.0,105.47281241137327
24,18.523474613244115,11.05040326748941,0.0,95.53297039973954
25,18.840096201889978,10.848108560092765,0.0,97.78775691526587
26,18.932321375177946,10.607387594952145,0.0,75.20519687404257
27,18.928728474968786,11.026080886529149,0.0,95.58114817344823
28,18.35182503193746,10.594514869976555,0.0,79.2416431680092
29,18.453197354921752,10.627241005310179,0.0,80.66276479360751
30,18.6738249465169,10.646375305765114,0.0,86.41527161007411
31,18.294784750282084,10.295395790618834,0.0,98.12858956012819
32,18.329871012150928,10.479616014107195,0.0,84.4778982582786
33,18.7097143435454,11.217542755564637,0.0,99.91975556406544
34,18.058382991679434,10.515198816742217,0.0,92.46435034430412
35,18.624253478718487,11.435681886394294,0.0,94.71559658756394
36,18.165599155118517,10.3169168226843,0.0,75.77172515328013
37,18.416004440181393,10.643199199125123,0.0,93.8703759627451
38,18.428188633833866,10.735662244768461,0.0,85.02771321719487
39,19.08379156576072,10.825421842772261,0.0,104.43079823650888
40,18.86475262140515,11.125274677086624,0.0,112.02442888055168
41,18.24906735194256,10.506646461253917,0.0,84.40835172624634
42,17.901785416409552,10.540216739315468,0.0,69.58442082111415
43,18.302997087486073,10.819090390036255,0.0,93.03096297269687
44,18.797433894369373,10.651572902187523,0.0,88.81899717377709
45,18.629399021193088,10.58602611517488,0.0,82.71946456685811
46,19.03718267122405,11.091495216902068,0.0,85.98013814885138
47,17.820281534549444,10.436316971836625,0.0,77.86989546845582
48,18.345220032129134,10.674846903597496,0.0,72.96923569298303
49,18.872863107061047,10.855129653979938,0.0,95.41007962015556
50,18.733426379808233,10.651534812061056,0.0,124.8319983591584
51,18.703001394652468,10.726892107363335,0.0,74.51591405484484
52,18.287248317147256,10.175841047990398,0.0,85.83417795525541
53,19.303826641497317,11.28527265364018,0.0,106.01108408486235
54,18.862588852802865,10.821771154668893,0.0,93.57298132327725
55,18.952518647498174,10.625390934276949,0.0,105.42377441062507
56,18.73105640811525,10.705313955338308,0.0,83.02606233801143
57,18.35806588095304,10.479107508047635,0.0,94.16550283960527
58,18.400233895920312,10.31877488777956,0.0,88.49961546319517
59,19.085801157638386,10.516912950665644,0.0,96.95874175647953
60,18.525018830314252,10.598026244232148,0.0,85.87385714250487
61,18.32719690985516,11.169283564682813,0.0,104.6268469606649
62,18.73766769337096,10.680436224773567,0.0,84.69439795679571
63,19.03943923424516,11.069825008972773,0.0,78.94220829964657
64,18.87226280581116,10.871280395580024,0.0,83.07685615754083
65,18.86002907681535,10.92280229877705,0.0,93.50412973287318
66,19.2947511594035,11.626674057115714,0.0,92.0374005766676
67,18.810576140178583,10.519276258936205,0.0,85.56634215621244
68,19.102363423805183,10.466715278588179,0.0,79.7940065776423
69,18.585857545825125,10.55641054105843,0.0,80.54755525668713
70,18.72322292587848,10.447538964171471,0.0,86.79557612040182
71,18.96498668907533,10.443208798743976,0.0,80.2735350298234
72,18.969632647694763,10.855181101071397,0.0,101.64226869560224
73,19.192170869232434,10.78584462908789,0.0,88.0371195120577
74,18.48717831871188,10.305505944740768,0.0,85.95138337380862
75,18.39443802882869,10.877979080108883,0.0,90.95644082045924
76,19.3547271148714,10.362524205229196,0.0,76.92973458998539
77,18.46622071701666,10.386081795859425,0.0,73.14209213816191
78,18.272757002996407,10.68001690432086,0.0,89.18029380796787
79,18.606087456557304,10.776938202684342,0.0,79.8784151549118
80,18.838924427682198,11.286467455701368,0.0,100.67442095554345
81,18.3025051794603,11.01235637278348,0.0,84.701746438161
82,18.122064294035024,10.76075210684057,0.0,106.23908954042457
83,18.10288972331392,10.474584757489787,0.0,82.13472890941998
84,18.18890629427174,10.810343843024588,0.0,76.53326030296905
85,18.59152977887373,10.914701074322053,0.0,85.52446776361262
86,19.02242034256389,10.445739212517653,0.0,82.64376222051713
87,19.01428336061762,10.890707967301804,0.0,75.57359359900725
88,18.578522016160214,10.806121716904496,0.0,99.7069287609637
89,18.59763890341078,10.42328537980934,0.0,101.64279034620067
90,18.492837146636855,10.655982308097878,0.0,74.38907768562603
91,18.71734920897268,10.74161216941245,0.0,80.50416785776461
92,17.52402342255621,10.538482083030107,0.0,89.40059512198408
93,18.72527584885324,10.922407991963363,0.0,105.18926307481004
94,18.33679647727746,10.767977336496115,0.0,95.55834518084592
95,19.147780864723003,10.586674657394447,0.0,84.7730095751428
96,18.00685189166747,10.412046573008395,0.0,68.96090036473389
97,19.197378985383487,10.805379072890258,0.0,85.73968571769788
98,18.277917606121726,10.330227167095737,0.0,100.1210432563499
99,19.04028186931246,10.877114481388034,0.0,89.0897093525741
100,18.658882369833186,10.71470850033709,0.0,97.35095527702842
101,18.2469835620095,10.774245024245541,0.0,94.1832442230444
102,18.49950457423174,10.5469176443855,0.0,94.80070827638215
103,18.654536089202388,10.343135147922006,0.0,83.8970459647528
104,18.50357987697552,10.583485015818784,0.0,82.31407805072195
105,18.60159916309403,10.566718040501069,0.0,75.31425904591354
106,18.78175417326836,10.74826954368562,0.0,82.98198856937009
107,18.835531429537482,11.061171767868377,0.0,83.10231631348849
108,18.705433997533255,10.686108735664476,0.0,83.6710048062939
109,18.885313741131828,10.741768452978414,0.0,111.42835289108518
110,18.306845296247737,10.881309669505582,0.0,86.40073926874621
111,19.16493840163181,11.264017994750226,0.0,79.98850693552407
112,19.154725674626956,11.284465481478708,0.0,116.5836334655471
113,18.432102701165306,10.850705026982085,0.0,92.6940105499636
114,18.96446224637217,10.696280696626628,0.0,88.35027174266595
115,18.30523432297941,10.822038327972672,0.0,78.2157050272867
116,18.529066217240874,10.968085705105743,0.0,79.13764808191449
117,18.769006492009577,10.575840349468459,0.0,87.81410503162377
118,18.98709540084352,10.837379968323853,0.0,89.1180536027028
119,18.681885215190846,10.706026231405865,0.0,90.97419762732227
120,18.690837304901624,10.855178640373152,0.0,118.87143958875924
121,18.43338914052478,10.380013969687761,0.0,79.86338907972873
122,18.94882913603933,10.87315536259814,0.0,78.83066716329068
123,18.807671682811883,11.221812592141667,0.0,96.55512431751079
124,18.865253012670554,10.236831506875385,0.0,76.70018448192883
125,18.75758586709274,10.75245287868731,0.0,93.85389804800047
126,18.233062088586266,10.357396110431742,0.0,76.92632624866408
127,18.294085073219204,10.413793380209901,0.0,95.81109533633642
128,19.55592979002414,10.72878821909786,0.0,96.23737724200772
129,18.888248697645228,10.82224283012328,0.0,100.19163441173822
130,18.44240936211448,10.767547897015476,0.0,126.51329837141088
131,19.145711459268085,10.72947810865007,0.0,89.25985932663032
132,18.304737477704563,10.62021412380543,0.0,96.86402018435292
133,18.89064027013338,11.093490358140656,0.0,103.8971242188502
134,18.819061225937155,10.6037741609897,0.0,91.31959935714923
135,18.456394385500648,10.963605680908415,0.0,81.70590061460808
136,18.572548955703386,10.764149904746073,0.0,94.86081080030299
137,18.585055976888583,10.90363264957326,0.0,85.73322150348756
138,18.363283594625578,10.557819313953066,0.0,78.9424032541305
139,18.51338457262172,10.727694096591883,0.0,78.63522711991695
140,18.893998160936725,10.837357992934331,0.0,82.99913838820765
141,18.21642295979934,10.597907619902971,0.0,76.467792162371
142,18.48058718156045,10.579880729681163,0.0,90.87361290856487
143,18.636743985465895,10.874105134905022,0.0,88.46931949935271
144,18.79566327988096,11.181840430131814,0.0,113.16494207342826
145,18.282311506241403,10.246021639070017,0.0,94.82919162017947
146,18.74415767568969,10.810192871882101,0.0,87.32970430435927
147,19.19549564408971,11.099594804418677,0.0,79.5660462837719
148,18.03682311321745,10.738799544670037,0.0,93.50968563855457
149,18.631284592588408,10.608810893652768,0.0,101.84585531855262
150,19.13407216963193,10.675878041247364,0.0,79.4105936717763
151,19.269227992359447,11.058252406857644,0.0,86.12420733399897
152,19.170342108482078,11.209695029030607,0.0,102.03210372778992
153,18.280884997181403,10.435304907079955,0.0,82.18180171744635
154,19.346355526801105,11.090588615974164,0.0,89.08197764561959
155,18.959882580755057,10.608372981871797,0.0,81.40257814481035
156,18.842433194038748,11.08394521139513,0.0,85.17048472466482
157,17.924649948382026,10.321859351513147,0.0,74.90064741467545
158,18.989926053886347,10.857298868621179,0.0,86.7439134881551
159,18.927746318589563,10.952504243165487,0.0,83.38547066143013
160,18.55374583789547,10.45232425950149,0.0,85.93771808031889
161,18.89018616228187,10.908294034315137,0.0,95.90858559520836
162,18.67533809045307,10.759146415348429,0.0,81.57006635649097
163,18.922865177733105,10.899635470690258,0.0,88.45925592918647
164,18.4050035767808,10.964126153922521,0.0,93.93366157224766
165,18.840965067207478,10.557492610136558,0.0,97.96724531991951
166,18.139468952054518,10.398018793345202,0.0,81.03801355616793
167,18.371156889419144,10.654669386490095,0.0,75.05164309406645
168,18.551516594160546,10.168174501247773,0.0,79.71149002584434
169,18.61148571795897,10.505799324625446,0.0,77.83816970177777
170,18.810387016571504,10.771784065575028,0.0,110.21399837678916
171,18.112478163375314,10.122500989346292,0.0,71.22437792274712
172,18.697606373112265,11.252652937822518,0.0,97.18702161170387
173,18.907382048514084,10.81269955340495,0.0,94.38967532744114
174,18.51178131422284,11.032121746546999,0.0,100.6722095573486
175,18.28514071268835,10.506837270747168,0.0,70.23493081141663
176,18.309885604513976,10.672872952908328,0.0,85.18103937078078
177,18.504098489404125,10.643160867562237,0.0,69.74967213779885
178,18.805701230221192,10.390751398039848,0.0,88.46094774291032
179,18.627226069795345,10.683525132235088,0.0,97.61570741789458
180,19.267999605055028,10.866945937910026,0.0,80.86039278522244
181,18.822579077844924,11.005656392606408,0.0,90.09178004282137
182,18.90498097715248,11.103119748756642,0.0,95.7873792792942
183,18.869582965679765,11.023729552697654,0.0,82.04022227974191
184,19.227491243350883,10.997711244178218,0.0,98.07077731979382
185,19.05671765314285,10.72145417957953,0.0,99.17218399456533
186,18.80670962074221,10.607070788981511,0.0,75.76860916442365
187,18.63977792327346,10.768289299366897,0.0,78.23518362169983
188,18.7468683312914,10.846350626534289,0.0,106.32310300455279
189,17.940047476042647,10.396948558707983,0.0,107.49700378859245
190,19.113886648524456,10.805911366046361,0.0,94.30834787841135
191,18.75383566462718,10.701334471070563,0.0,87.01332648601456
192,19.260295123387845,11.076635174731566,0.0,96.98253001463638
193,18.765448551572877,11.00743301105708,0.0,89.6265934098075
194,18.321734409332027,10.400480748351656,0.0,73.55321131621815
195,18.876186514110127,10.854797641009728,0.0,91.61871159257836
196,18.812142476784462,10.708463399691546,0.0,79.70238531322396
197,18.562498155399954,10.558744893303036,0.0,88.35656935770731
198,18.712534604054333,10.627095948037486,0.0,94.40277453979276
199,19.01241446316519,10.702644728593578,0.0,81.96402047821417
200,18.500216091766767,10.500262929020693,0.0,82.33727243827497
201,18.960018486951512,11.056562231096676,0.0,77.58010189052897
202,18.659761191662707,10.546745374960716,0.0,85.7511560997129
203,18.932013524060984,10.865486240508925,0.0,87.04784858535031
204,18.438510173312768,10.703543976648128,0.0,110.31019934224608
205,18.882174992854065,10.738768662449601,0.0,86.27124926487525
206,18.670774641452777,10.569130141382532,0.0,76.18183779844993
207,18.39973572427368,10.347435191337029,0.0,71.51402708474095
208,17.955695065823637,10.741187708657197,0.0,110.91680382780794
209,18.977610541109364,10.642461951546487,0.0,90.1354386314527
210,18.84196078788097,10.858660427655247,0.0,97.14003170237454
211,19.021561030292748,10.760488719592114,0.0,71.26175215829124
212,18.663262964063428,10.375805244849007,0.0,77.780655936204
213,18.69831991428235,10.729908853284266,0.0,104.80104698764393
214,18.344345966486234,10.339929351064669,0.0,82.97667701925141
215,18.830443645887176,10.850806469063416,0.0,103.05001141508717
216,19.292293000209746,11.33268004131279,0.0,80.18595283282428
217,18.48723825381438,10.317903610715698,0.0,72.25706623748574
218,18.470539424649502,10.788978679305957,0.0,88.18502907219678
219,18.888743424353358,10.566757393581655,0.0,101.67584410997185
220,18.236282920489543,10.368544272453237,0.0,79.15745936344526
221,19.16489010561783,11.492433343685999,0.0,103.75437906110714
222,18.459411628127828,10.447061114770014,0.0,74.46308796165283
223,18.413784242430054,10.8672080646157,0.0,102.67426743032402
224,19.27925058311384,10.957670497025143,0.0,98.53801200342554
225,18.572150115499895,10.482743155518063,0.0,93.12646909270177
226,18.46402899234006,10.257907217807446,0.0,86.5271663857688
227,18.34143138333702,10.47670419588507,0.0,81.83421321982637
228,18.491869400907497,10.920453651843088,0.0,93.71557493026998
229,18.017600731004183,10.7322231497095,0.0,110.35051266019813
230,18.89650569366846,10.334374031429565,0.0,117.7186452296859
231,18.35239419503163,10.803122283828191,0.0,99.00635812623139
232,18.45157656669027,10.801480927209594,0.0,89.31947291334615
233,18.46597850184304,10.261011293138173,0.0,93.38947582785894
234,18.806711780573742,10.548034474599376,0.0,81.10200364972272
235,18.329448511134164,10.18108722243159,0.0,73.06775404070945
236,18.294472329069247,10.594569378538775,0.0,90.75928966370623
237,18.938959143118485,10.737511428435795,0.0,108.53166648372724
238,18.768997799093082,10.416163399744553,0.0,98.84544514046605
239,18.474632710757486,10.676747489729522,0.0,79.1211519191557
240,18.42665078892141,10.847290508835625,0.0,100.97844266184897
241,18.573053470595855,10.654615665691509,0.0,74.72825455459636
242,18.60739650082383,10.63822095612191,0.0,81.07486429300808
243,19.069283070498837,10.632855393859415,0.0,91.15295806324596
244,18.142253139428302,10.587546428112715,0.0,80.0915982295021
245,18.75821600382652,10.813104928671553,0.0,91.1007605699501
246,18.65755748062831,10.614097795085746,0.0,79.66025104181585
247,18.619590704110376,10.41093582844846,0.0,78.97632668082083
248,18.609910086427075,10.745386105820655,0.0,84.27518319748891
249,18.878826908436583,11.13936281238751,0.0,102.86685994601625
250,18.610582950915614,10.463854369342297,0.0,97.01835633307014
251,18.880529417331182,10.701159735043872,0.0,79.07625403726274
252,18.748003803625384,11.04056154306534,0.0,89.62842246477908
253,18.382462104610013,10.761882433220304,0.0,97.83831995496237
254,18.545901956625777,10.551715200943258,0.0,89.79326347121747
255,18.796723247168895,11.159140435337061,0.0,110.60585617528656
256,18.409780574707476,11.027021971135909,0.0,136.17339619308683
257,18.501493069944228,10.569242239284462,0.0,92.03089312525083
258,18.998906625933643,10.762673603386865,0.0,82.75758243290502
259,19.112085839533034,10.781944182100649,0.0,78.1745453521203
260,19.005760092780015,10.851199027480146,0.0,82.16766279421057
261,18.860084178020504,10.691163670219764,0.0,86.92453590452112
262,19.13423041226398,11.236437830928843,0.0,137.82293822479167
263,18.713274665544784,11.084035619943027,0.0,109.29230379033686
264,17.807278013388373,10.137100215970078,0.0,89.6290513562805
265,18.741037039439252,10.810025004648033,0.0,113.96414331628549
266,18.488392205383473,10.146402644578389,0.0,86.89506935024045
267,18.97945611685074,11.530058111299525,0.0,78.8954428713979
268,18.243060451992008,10.512275976699545,0.0,84.06130491704135
269,19.128611086965787,10.607060050899404,0.0,78.72360539615556
270,18.86665893615162,10.785396968419176,0.0,86.07122744058086
271,18.82438499242416,10.877830650826455,0.0,92.30807323853863
272,18.163354890171973,10.68056909851792,0.0,88.12681839082066
273,18.81470742969718,10.566470867486547,0.0,100.88658658361436
274,18.473920037331116,10.482648906765963,0.0,82.31323079885718
275,17.955585005983107,10.418334004731827,0.0,68.97448335843967
276,18.676010197115655,10.653090771989131,0.0,85.58077314150681
277,18.77292765332333,10.529166396759818,0.0,78.05802791469075
278,18.67501034251687,10.784967394949106,0.0,119.91732855175144
279,18.624759727694983,10.843051198229707,0.0,104.01743308844885
280,18.787549243598644,10.292663051502156,0.0,91.88694024034231
281,18.70387280441747,10.544277702720587,0.0,89.8469992333729
282,18.978223160068,11.095360263435769,0.0,85.37652863081345
283,18.933413458738418,10.458496960222606,0.0,78.74859643029947
284,18.46546101528616,10.891343217588773,0.0,124.93080650881566
285,19.068303111249232,10.8422902701023,0.0,79.01758892666032
286,18.503982007773512,10.943370630055504,0.0,84.07008698811367
287,19.307062528892427,10.863101693685916,0.0,87.70463272863483
288,18.22371407593711,10.348507080621994,0.0,82.34221691940908
289,18.031984542585647,10.551276726473144,0.0,76.60361885983261
290,18.660325779561532,11.071447197901353,0.0,84.64977837012277
291,18.530327729386798,10.704845013471635,0.0,84.31175662987079
292,18.602518520650158,10.652699578079774,0.0,87.91516913364043
293,18.79610467234647,10.3277069592757,0.0,83.89193254882446
294,19.096886742325232,10.393289214046439,0.0,82.57533178440478
295,18.5118288153268,11.143967745611816,0.0,93.30188570711046
296,18.680327087194364,10.704238885073584,0.0,90.49219423783123
297,18.621635432527498,10.307154977424604,0.0,96.23292983930311
298,18.000377136198463,10.454427288023268,0.0,79.67911796587825
299,18.46660207525617,10.866377675021432,0.0,95.00920136049601
300,18.437262793748754,10.44835913065728,0.0,87.99947777398064
301,18.69779891502562,10.667778805644373,0.0,80.40314950806636
302,18.31248421058719,10.853794972166275,0.0,92.05809906818439
303,18.482246114511792,10.664772167261377,0.0,88.51533398536266
304,18.634891376437487,10.72215554081439,0.0,82.23698597354135
305,18.222382243534373,10.334676742531595,0.0,75.84833936460558
306,18.964070613571568,10.808761044913464,0.0,93.13909601269162
307,18.695741366043016,10.801228645745208,0.0,100.71960148935987
308,18.87909092774188,10.74546650416576,0.0,84.67036631190703
309,18.953568065036208,10.60574942870633,0.0,117.51529648977879
310,19.3263203531298,11.119740380355644,0.0,88.22496086242438
311,18.114443264797192,10.363944406703588,0.0,91.47064471503859
312,18.63909438609911,10.41606704211785,0.0,75.58699101674321
313,18.789522811212738,11.122846154940223,0.0,87.38401452591538
314,18.664361500460494,10.493059895224812,0.0,91.97123783533027
315,18.789859603471047,10.59288745151802,0.0,101.2211734149723
316,18.933324982847125,10.897956646008302,0.0,95.07632499765077
317,18.79547657493922,11.00284481469733,0.0,115.8466079420927
318,18.369262245698504,10.844286453192634,0.0,95.69446957459859
319,19.12524104679545,11.17279523645878,0.0,83.38138642332714
320,19.08834852248293,10.496645593015522,0.0,111.48517021607319
321,18.99706459151979,11.148267857450541,0.0,102.89476834833573
322,18.46041468701178,10.950099952452163,0.0,81.30967694751587
323,19.48759413992104,11.169203663719411,0.0,110.730609751063
324,18.087408159762443,10.614851432511344,0.0,82.15824805855146
325,19.103662049546056,11.623547296373014,0.0,118.37749149236538
326,19.130007426208792,10.640873333441219,0.0,80.21877252032884
327,18.791003139643554,10.486402994901447,0.0,78.57821768278356
328,19.040962103023322,10.925845304537301,0.0,96.83398580219678
329,18.69089773269496,10.841655776497902,0.0,83.58255092072491
330,18.360152997999222,10.471789955639471,0.0,78.71372364128052
331,18.833653567894338,10.758773083428768,0.0,83.00092680123959
332,18.729003582003223,10.790114550611415,0.0,81.56346379340468
333,18.670404008765967,10.297890759851509,0.0,92.88391636235885
